id,province,adcode,model,regYear,regMonth,forecastVolum
185,广东,440000,af6f4f548684e14d,2018,1,1177.6807606976456
186,广西,450000,af6f4f548684e14d,2018,1,334.7146848231803
187,江苏,320000,af6f4f548684e14d,2018,1,1555.7390531249996
188,江西,360000,af6f4f548684e14d,2018,1,1086.27038360794
189,河北,130000,af6f4f548684e14d,2018,1,831.6087717828952
190,河南,410000,af6f4f548684e14d,2018,1,1230.7260639081453
191,浙江,330000,af6f4f548684e14d,2018,1,1166.674737495964
192,湖北,420000,af6f4f548684e14d,2018,1,1243.2694042779974
193,湖南,430000,af6f4f548684e14d,2018,1,1211.4057687873499
194,福建,350000,af6f4f548684e14d,2018,1,497.3330878059443
195,辽宁,210000,af6f4f548684e14d,2018,1,381.1884436806787
196,重庆,500000,af6f4f548684e14d,2018,1,420.86763693230915
197,陕西,610000,af6f4f548684e14d,2018,1,423.6665370853604
198,黑龙江,230000,af6f4f548684e14d,2018,1,192.74279336569742
199,上海,310000,7cf283430b3b5e38,2018,1,1128.31032818955
200,云南,530000,7cf283430b3b5e38,2018,1,517.165421455912
201,内蒙古,150000,7cf283430b3b5e38,2018,1,481.69569665487916
202,北京,110000,7cf283430b3b5e38,2018,1,156.46847161340293
203,四川,510000,7cf283430b3b5e38,2018,1,1890.3983769656763
204,安徽,340000,7cf283430b3b5e38,2018,1,2400.2830054613146
205,山东,370000,7cf283430b3b5e38,2018,1,4181.374647248084
206,山西,140000,7cf283430b3b5e38,2018,1,1073.8141509944594
207,广东,440000,7cf283430b3b5e38,2018,1,2246.20218696087
208,广西,450000,7cf283430b3b5e38,2018,1,989.0308796310034
209,江苏,320000,7cf283430b3b5e38,2018,1,4680.249136693251
210,江西,360000,7cf283430b3b5e38,2018,1,2123.7407740080835
211,河北,130000,7cf283430b3b5e38,2018,1,2606.319360809171
212,河南,410000,7cf283430b3b5e38,2018,1,3804.901693642717
213,浙江,330000,7cf283430b3b5e38,2018,1,2920.6475155205326
214,湖北,420000,7cf283430b3b5e38,2018,1,1757.5104519853517
215,湖南,430000,7cf283430b3b5e38,2018,1,1846.3743383002611
216,福建,350000,7cf283430b3b5e38,2018,1,1302.7942347231158
217,辽宁,210000,7cf283430b3b5e38,2018,1,669.2117533731674
218,重庆,500000,7cf283430b3b5e38,2018,1,592.0752665809658
219,陕西,610000,7cf283430b3b5e38,2018,1,1041.8448344199276
220,黑龙江,230000,7cf283430b3b5e38,2018,1,267.8857171036592
221,上海,310000,d4efbebb087fd03f,2018,1,129.1253688290502
222,云南,530000,d4efbebb087fd03f,2018,1,410.2896905583134
223,内蒙古,150000,d4efbebb087fd03f,2018,1,275.2273311491663
224,北京,110000,d4efbebb087fd03f,2018,1,694.1507066381307
225,四川,510000,d4efbebb087fd03f,2018,1,1200.3452777190812
226,安徽,340000,d4efbebb087fd03f,2018,1,838.6632141171066
227,山东,370000,d4efbebb087fd03f,2018,1,2045.8933415454853
228,山西,140000,d4efbebb087fd03f,2018,1,929.1948463839378
229,广东,440000,d4efbebb087fd03f,2018,1,1746.3306774160092
230,广西,450000,d4efbebb087fd03f,2018,1,773.9911800537626
231,江苏,320000,d4efbebb087fd03f,2018,1,1190.8362385746757
232,江西,360000,d4efbebb087fd03f,2018,1,834.3306753339588
233,河北,130000,d4efbebb087fd03f,2018,1,1494.7138670106272
234,河南,410000,d4efbebb087fd03f,2018,1,2276.7294242650505
235,浙江,330000,d4efbebb087fd03f,2018,1,2930.351713365925
236,湖北,420000,d4efbebb087fd03f,2018,1,906.1736790221612
237,湖南,430000,d4efbebb087fd03f,2018,1,937.8094320007391
238,福建,350000,d4efbebb087fd03f,2018,1,933.1240523038822
239,辽宁,210000,d4efbebb087fd03f,2018,1,270.45350411470497
240,重庆,500000,d4efbebb087fd03f,2018,1,540.4141378179099
241,陕西,610000,d4efbebb087fd03f,2018,1,1541.4079417992145
242,黑龙江,230000,d4efbebb087fd03f,2018,1,146.98458228421552
243,上海,310000,7245e0ee27b195cd,2018,1,66.52825343456317
244,云南,530000,7245e0ee27b195cd,2018,1,455.370966466179
245,内蒙古,150000,7245e0ee27b195cd,2018,1,342.1688700357418
246,北京,110000,7245e0ee27b195cd,2018,1,68.62917584858417
247,四川,510000,7245e0ee27b195cd,2018,1,919.1015493564206
248,安徽,340000,7245e0ee27b195cd,2018,1,597.9142680078163
249,山东,370000,7245e0ee27b195cd,2018,1,1398.4186378782188
250,山西,140000,7245e0ee27b195cd,2018,1,967.8389576584873
251,广东,440000,7245e0ee27b195cd,2018,1,1320.0850590247449
252,广西,450000,7245e0ee27b195cd,2018,1,564.2875275602197
253,江苏,320000,7245e0ee27b195cd,2018,1,707.4961083684467
254,江西,360000,7245e0ee27b195cd,2018,1,514.9150325455421
255,河北,130000,7245e0ee27b195cd,2018,1,1661.0025130024164
256,河南,410000,7245e0ee27b195cd,2018,1,1442.4725230617612
257,浙江,330000,7245e0ee27b195cd,2018,1,794.0209810376783
258,湖北,420000,7245e0ee27b195cd,2018,1,566.641600600771
259,湖南,430000,7245e0ee27b195cd,2018,1,695.2653380539443
260,福建,350000,7245e0ee27b195cd,2018,1,340.6950100624539
261,辽宁,210000,7245e0ee27b195cd,2018,1,472.12411086822715
262,重庆,500000,7245e0ee27b195cd,2018,1,386.1251326947031
263,陕西,610000,7245e0ee27b195cd,2018,1,909.4549424602468
264,黑龙江,230000,7245e0ee27b195cd,2018,1,314.6379882226024
265,上海,310000,8c915fe4632fb9fa,2018,1,98.87308945445253
266,云南,530000,8c915fe4632fb9fa,2018,1,876.4885544889175
267,内蒙古,150000,8c915fe4632fb9fa,2018,1,581.0231423856943
268,北京,110000,8c915fe4632fb9fa,2018,1,57.88188976693024
269,四川,510000,8c915fe4632fb9fa,2018,1,1378.0497897561584
270,安徽,340000,8c915fe4632fb9fa,2018,1,1112.9411458110103
271,山东,370000,8c915fe4632fb9fa,2018,1,2216.92649772495
272,山西,140000,8c915fe4632fb9fa,2018,1,876.9253912417007
273,广东,440000,8c915fe4632fb9fa,2018,1,1044.2182769013848
274,广西,450000,8c915fe4632fb9fa,2018,1,598.8253783979522
275,江苏,320000,8c915fe4632fb9fa,2018,1,1309.2577697415136
276,江西,360000,8c915fe4632fb9fa,2018,1,773.6591100698942
277,河北,130000,8c915fe4632fb9fa,2018,1,2332.6902487172497
278,河南,410000,8c915fe4632fb9fa,2018,1,1975.567574146549
279,浙江,330000,8c915fe4632fb9fa,2018,1,994.5890785350574
280,湖北,420000,8c915fe4632fb9fa,2018,1,990.3143274105352
281,湖南,430000,8c915fe4632fb9fa,2018,1,835.2044491147309
282,福建,350000,8c915fe4632fb9fa,2018,1,509.89522943569995
283,辽宁,210000,8c915fe4632fb9fa,2018,1,388.585929586171
284,重庆,500000,8c915fe4632fb9fa,2018,1,404.04562105713535
285,陕西,610000,8c915fe4632fb9fa,2018,1,769.3443035004319
286,黑龙江,230000,8c915fe4632fb9fa,2018,1,703.2535787052564
287,上海,310000,6155b214590c66e6,2018,1,338.5168115565823
288,云南,530000,6155b214590c66e6,2018,1,1327.9498670633805
289,内蒙古,150000,6155b214590c66e6,2018,1,1143.1222937196785
290,北京,110000,6155b214590c66e6,2018,1,312.5805501505392
291,四川,510000,6155b214590c66e6,2018,1,2233.850310491219
292,安徽,340000,6155b214590c66e6,2018,1,1968.908233940508
293,山东,370000,6155b214590c66e6,2018,1,3980.5261974786595
294,山西,140000,6155b214590c66e6,2018,1,1105.8912345144956
295,广东,440000,6155b214590c66e6,2018,1,2791.069019551222
296,广西,450000,6155b214590c66e6,2018,1,860.5040945506756
297,江苏,320000,6155b214590c66e6,2018,1,3297.6288973200876
298,江西,360000,6155b214590c66e6,2018,1,1235.4483833067777
299,河北,130000,6155b214590c66e6,2018,1,3094.639564951177
300,河南,410000,6155b214590c66e6,2018,1,4141.881659131994
301,浙江,330000,6155b214590c66e6,2018,1,2644.044670326871
302,湖北,420000,6155b214590c66e6,2018,1,1679.1518055586355
303,湖南,430000,6155b214590c66e6,2018,1,2050.2312614194075
304,福建,350000,6155b214590c66e6,2018,1,910.0598809684383
305,辽宁,210000,6155b214590c66e6,2018,1,1359.9999442246246
306,重庆,500000,6155b214590c66e6,2018,1,845.3650312598238
307,陕西,610000,6155b214590c66e6,2018,1,1116.9012010542194
308,黑龙江,230000,6155b214590c66e6,2018,1,929.7788873336581
309,上海,310000,28e29f2c03dcd84c,2018,1,648.9159067115432
310,云南,530000,28e29f2c03dcd84c,2018,1,478.248099209602
311,内蒙古,150000,28e29f2c03dcd84c,2018,1,562.4540469288821
312,北京,110000,28e29f2c03dcd84c,2018,1,905.4554608604066
313,四川,510000,28e29f2c03dcd84c,2018,1,795.762739193474
314,安徽,340000,28e29f2c03dcd84c,2018,1,908.6143615317503
315,山东,370000,28e29f2c03dcd84c,2018,1,1369.9288702945028
316,山西,140000,28e29f2c03dcd84c,2018,1,761.6233480516336
317,广东,440000,28e29f2c03dcd84c,2018,1,602.4993962280912
318,广西,450000,28e29f2c03dcd84c,2018,1,155.91603360234217
319,江苏,320000,28e29f2c03dcd84c,2018,1,1564.016159370429
320,江西,360000,28e29f2c03dcd84c,2018,1,330.9655934432371
321,河北,130000,28e29f2c03dcd84c,2018,1,1670.5111783030052
322,河南,410000,28e29f2c03dcd84c,2018,1,1192.980985816114
323,浙江,330000,28e29f2c03dcd84c,2018,1,760.7994348830097
324,湖北,420000,28e29f2c03dcd84c,2018,1,326.55086557705556
325,湖南,430000,28e29f2c03dcd84c,2018,1,476.94738920867707
326,福建,350000,28e29f2c03dcd84c,2018,1,238.55045250479034
327,辽宁,210000,28e29f2c03dcd84c,2018,1,214.09011781480982
328,重庆,500000,28e29f2c03dcd84c,2018,1,379.375064887763
329,陕西,610000,28e29f2c03dcd84c,2018,1,609.5240735015434
330,黑龙江,230000,28e29f2c03dcd84c,2018,1,93.68578500395547
331,上海,310000,37aa9169b575ef79,2018,1,92.8812047012604
332,云南,530000,37aa9169b575ef79,2018,1,1295.7330587467277
333,内蒙古,150000,37aa9169b575ef79,2018,1,974.5343005542254
334,北京,110000,37aa9169b575ef79,2018,1,185.51341135941271
335,四川,510000,37aa9169b575ef79,2018,1,2893.5839196272923
336,安徽,340000,37aa9169b575ef79,2018,1,413.6941236905684
337,山东,370000,37aa9169b575ef79,2018,1,3173.513365324679
338,山西,140000,37aa9169b575ef79,2018,1,1256.5229695906103
339,广东,440000,37aa9169b575ef79,2018,1,2341.304050134365
340,广西,450000,37aa9169b575ef79,2018,1,506.4799063978557
341,江苏,320000,37aa9169b575ef79,2018,1,769.5124548976515
342,江西,360000,37aa9169b575ef79,2018,1,395.3178597840643
343,河北,130000,37aa9169b575ef79,2018,1,3549.2627423466192
344,河南,410000,37aa9169b575ef79,2018,1,1968.4820750870144
345,浙江,330000,37aa9169b575ef79,2018,1,658.3180810563077
346,湖北,420000,37aa9169b575ef79,2018,1,436.13024973858194
347,湖南,430000,37aa9169b575ef79,2018,1,1095.9209402255879
348,福建,350000,37aa9169b575ef79,2018,1,513.9499254581697
349,辽宁,210000,37aa9169b575ef79,2018,1,1542.6773436612846
350,重庆,500000,37aa9169b575ef79,2018,1,200.25860800703927
351,陕西,610000,37aa9169b575ef79,2018,1,766.2381991780056
352,黑龙江,230000,37aa9169b575ef79,2018,1,1870.5602528469929
353,上海,310000,63065128401bb3ff,2018,1,2276.320391333829
354,云南,530000,63065128401bb3ff,2018,1,1394.1399273219693
355,内蒙古,150000,63065128401bb3ff,2018,1,739.6321989215929
356,北京,110000,63065128401bb3ff,2018,1,395.8458412935978
357,四川,510000,63065128401bb3ff,2018,1,2400.915981577538
358,安徽,340000,63065128401bb3ff,2018,1,2462.058974053923
359,山东,370000,63065128401bb3ff,2018,1,3783.409157136943
360,山西,140000,63065128401bb3ff,2018,1,1713.2992604611493
361,广东,440000,63065128401bb3ff,2018,1,1558.9923682229473
362,广西,450000,63065128401bb3ff,2018,1,584.791429520808
363,江苏,320000,63065128401bb3ff,2018,1,4382.91392446631
364,江西,360000,63065128401bb3ff,2018,1,1608.4380905395765
365,河北,130000,63065128401bb3ff,2018,1,4470.789990074556
366,河南,410000,63065128401bb3ff,2018,1,4794.743000554562
367,浙江,330000,63065128401bb3ff,2018,1,2113.3723708094485
368,湖北,420000,63065128401bb3ff,2018,1,1419.0407804695872
369,湖南,430000,63065128401bb3ff,2018,1,1973.4910596697835
370,福建,350000,63065128401bb3ff,2018,1,1265.9330480734827
371,辽宁,210000,63065128401bb3ff,2018,1,810.2198382647052
372,重庆,500000,63065128401bb3ff,2018,1,1006.335449663158
373,陕西,610000,63065128401bb3ff,2018,1,1657.72930075027
374,黑龙江,230000,63065128401bb3ff,2018,1,395.6809239462215
375,上海,310000,ea489c253676aafc,2018,1,253.1521542618405
376,云南,530000,ea489c253676aafc,2018,1,770.1958630116935
377,内蒙古,150000,ea489c253676aafc,2018,1,873.3375626449828
378,北京,110000,ea489c253676aafc,2018,1,37.28324503960752
379,四川,510000,ea489c253676aafc,2018,1,1251.3801112913272
380,安徽,340000,ea489c253676aafc,2018,1,1070.509267924937
381,山东,370000,ea489c253676aafc,2018,1,3978.4509036301856
382,山西,140000,ea489c253676aafc,2018,1,1870.2327326571378
383,广东,440000,ea489c253676aafc,2018,1,690.4910356604199
384,广西,450000,ea489c253676aafc,2018,1,268.3257681424788
385,江苏,320000,ea489c253676aafc,2018,1,1317.8482166574765
386,江西,360000,ea489c253676aafc,2018,1,337.66786762098945
387,河北,130000,ea489c253676aafc,2018,1,4374.633466324249
388,河南,410000,ea489c253676aafc,2018,1,2142.8946603736963
389,浙江,330000,ea489c253676aafc,2018,1,516.1500623970932
390,湖北,420000,ea489c253676aafc,2018,1,186.61341805099812
391,湖南,430000,ea489c253676aafc,2018,1,365.86339343680515
392,福建,350000,ea489c253676aafc,2018,1,335.3775143837399
393,辽宁,210000,ea489c253676aafc,2018,1,1072.4449858778808
394,重庆,500000,ea489c253676aafc,2018,1,243.4177927088718
395,陕西,610000,ea489c253676aafc,2018,1,964.8168236104904
396,黑龙江,230000,ea489c253676aafc,2018,1,819.1555633749149
397,上海,310000,cd5841d44fd7625e,2018,1,308.91714625092965
398,云南,530000,cd5841d44fd7625e,2018,1,445.7338018252379
399,内蒙古,150000,cd5841d44fd7625e,2018,1,550.8610553148337
400,北京,110000,cd5841d44fd7625e,2018,1,1034.6852125650892
401,四川,510000,cd5841d44fd7625e,2018,1,1050.6440668530215
402,安徽,340000,cd5841d44fd7625e,2018,1,658.244900994648
403,山东,370000,cd5841d44fd7625e,2018,1,2014.1740517231763
404,山西,140000,cd5841d44fd7625e,2018,1,489.98841153029076
405,广东,440000,cd5841d44fd7625e,2018,1,1052.1839544095167
406,广西,450000,cd5841d44fd7625e,2018,1,252.07969061819924
407,江苏,320000,cd5841d44fd7625e,2018,1,1322.264969913762
408,江西,360000,cd5841d44fd7625e,2018,1,352.6105689625214
409,河北,130000,cd5841d44fd7625e,2018,1,1953.5387345400027
410,河南,410000,cd5841d44fd7625e,2018,1,1773.1899567581636
411,浙江,330000,cd5841d44fd7625e,2018,1,860.6687946754546
412,湖北,420000,cd5841d44fd7625e,2018,1,591.9965001681338
